LOCATION,SHOT_NUMBER,PERIOD,SHOT_CLOCK,DRIBBLES,TOUCH_TIME,SHOT_DIST,PTS_TYPE,CLOSE_DEF_DIST,FGM,opposing_team,GAME_CLOCK_sec
H,5,3,4.5,4,6.5,5.8,2,3,1,CHA,140
A,2,1,16.4,0,0.9,3.9,2,5,1,MEM,425
A,12,3,16.6,5,6.3,2.3,2,1.6,0,LAC,100
A,16,3,7,15,14.3,20.2,2,2.6,1,CLE,104
A,14,4,6.9,2,2.3,5.3,2,2.3,1,GSW,435
A,1,1,17.3,6,6.6,23.8,3,6.5,0,CLE,659
H,16,4,9.1,0,0.7,24.5,3,4.6,1,TOR,527
A,14,4,11,0,0.7,6.4,2,2.7,0,IND,38
H,15,3,19.9,4,3.2,1.7,2,1.8,0,MIN,288
A,6,2,13.4,1,2.3,3.1,2,4.2,0,POR,208
A,4,2,12.3,0,1.6,16.3,2,4.9,0,HOU,407
H,10,3,12.4,0,1.1,16.8,2,5.3,0,DET,110
H,13,4,8.1,0,2.2,19,2,7.6,1,LAC,514
H,13,3,23.7,0,0.1,1.5,2,3.5,0,MIA,417
H,3,1,0,0,0.8,18.5,2,5.1,0,TOR,124
A,1,4,14.5,0,1.4,24.3,3,4.2,0,NOP,176
A,3,1,15.2,7,5.9,1.1,2,7.7,1,HOU,295
H,15,4,21.2,1,1.5,26.6,3,4.2,0,CHI,362
H,1,1,15.1,2,2.4,8.5,2,2.2,0,CLE,527
H,9,3,20.3,0,1.5,1.2,2,5.1,1,DAL,494
H,4,2,3.5,1,1.7,4.7,2,1.4,0,PHX,287
H,1,1,23.6,0,1.3,6.8,2,5.1,1,CHA,55
H,8,3,9.1,1,1.8,5.5,2,2,0,SAS,32
H,8,3,12.8,0,0.8,22.7,3,7.6,0,SAS,66
H,3,2,16.5,1,1.8,8.3,2,2.8,1,MIL,312
H,2,1,19,0,1.1,25.1,3,15,1,WAS,623
H,5,3,10,0,1,15.7,2,6.1,0,BKN,219
A,1,2,9.1,1,1.3,6.2,2,2.2,1,WAS,47
H,9,2,23.2,0,-0.1,20.5,2,3.4,0,MIL,228
H,9,3,9.3,2,4.4,17.7,2,4.6,1,NOP,239
H,4,1,1.5,4,5,42.8,3,3.9,0,MEM,96
A,18,4,5.1,4,5.1,9,2,3.9,1,SAC,188
H,5,3,6.2,0,0.3,4.2,2,2.5,1,LAL,651
A,13,4,12.4,0,1.4,23,3,6.2,0,NYK,512
A,8,4,4,0,0.6,4.5,2,2.1,1,ORL,99
A,15,2,21.5,1,1.2,5.6,2,0.8,1,CHI,187
H,3,1,15,0,0.6,4,2,1.1,1,SAS,379
A,7,2,13.9,2,2.4,7,2,3.6,1,ORL,325
H,7,4,9.6,0,0.9,17,2,10.5,1,IND,477
H,8,3,13,0,1.5,25.1,3,5.9,0,DEN,618
A,3,1,18.6,5,5.1,3.5,2,1.6,1,LAC,549
A,7,2,3.7,3,6,6.5,2,2.7,1,IND,561
H,4,3,17,7,6.7,17.6,2,4.7,0,PHI,448
H,8,3,10.5,0,0.9,14.6,2,5.9,1,TOR,666
A,4,4,17.1,9,6.1,10.9,2,3.4,0,WAS,695
H,3,2,18.1,0,0.9,23.3,3,13.6,1,MIL,77
H,3,2,11.3,3,2.9,9.7,2,3.2,0,PHI,183
A,8,3,10.3,4,5.8,17,2,4,1,DET,103
A,6,2,4.4,0,0.9,19.8,2,1.7,1,TOR,155
H,4,2,12.3,1,5.8,27.5,3,3.3,0,UTA,136
H,6,2,7.7,0,0.9,22.7,3,3.6,1,BKN,684
H,2,2,11.4,2,2.5,11.2,2,2.2,1,NYK,563
A,5,1,3,0,0.6,3.8,2,4.2,0,MEM,385
A,8,3,7.3,0,0.7,22.5,3,4.2,0,PHI,680
A,3,1,4.2,1,2,4.6,2,0.5,1,DET,133
H,3,2,18.8,2,1.7,11.3,2,2.9,0,MIL,625
H,2,2,13.2,1,1.8,3.8,2,2.4,0,IND,334
H,6,2,1.6,7,5.2,16,2,4.5,1,NOP,451
A,7,4,21,5,4.1,24.6,3,3.9,1,ORL,383
H,8,2,14.4,1,1.2,0.9,2,1.6,1,IND,176
A,2,2,10,0,0.8,20.7,2,6.6,0,POR,629
H,3,1,10,0,0.8,24.3,3,13.9,1,WAS,476
A,15,4,6.3,9,9.7,7.1,2,4.5,0,PHI,330
A,16,4,3.3,0,0.6,25,3,6.5,1,SAC,93
H,8,3,13.4,0,1.1,2.3,2,3.4,1,BKN,296
A,6,1,23.5,0,0.6,5.4,2,3.2,1,PHX,166
A,2,2,6.2,0,1.5,2.2,2,2.5,0,PHI,608
H,7,2,8.5,0,2.8,21.7,2,14.4,0,SAS,290
A,16,4,16.6,4,5.4,24,2,7.5,0,MIN,227
H,8,4,10.9,16,13.2,15.4,2,2.6,0,MIA,487
H,2,1,19.5,0,1.3,24.4,3,6.4,0,NOP,473
A,11,3,6.4,14,13.3,19.4,2,3.9,1,DAL,350
A,3,2,1.1,0,1.7,7.7,2,2.7,1,PHI,682
H,6,2,13.4,0,1.3,1.3,2,3.4,1,SAC,589
H,10,4,13.3,0,0.9,23.6,3,3.6,0,HOU,155
H,1,1,8.9,0,0.9,23.2,3,5.5,0,ATL,228
H,3,2,16.5,9,8,25,3,6.1,1,BKN,480
A,1,1,19.9,0,0.3,7.6,2,5.7,1,MIA,560
H,5,2,0,0,1,10.4,2,3.7,0,HOU,1
H,26,4,23.4,0,1.1,7.4,2,2.3,0,ORL,154
A,6,4,11.2,1,2,3.5,2,1.7,1,PHI,458
H,5,4,15,10,8.3,6,2,2.6,0,BOS,532
A,1,1,17.9,0,0.8,1.8,2,4.9,1,MIN,64
A,2,1,6.9,2,4.3,18.1,2,2.8,0,LAC,482
A,1,1,5.5,2,2.2,6.1,2,2.1,0,PHI,662
A,5,2,11.9,2,2.1,3.8,2,0.5,1,LAL,448
H,7,3,6,2,1.7,10.8,2,5.3,0,CHA,328
H,5,2,18.2,0,0.9,23.1,3,6.2,1,IND,272
A,10,4,3,1,2.1,15.9,2,5.3,0,IND,469
A,2,1,9.8,0,0.9,22,3,5.1,0,WAS,383
A,4,4,6.2,9,6.5,0.2,2,1.4,0,POR,619
A,2,2,10.4,0,0.8,26.3,3,4.2,0,WAS,514
H,3,2,18.3,0,1,25.5,3,6.4,0,MIL,399
A,2,1,0,0,2.5,10,2,2.2,0,GSW,5
A,1,4,13.9,0,0.8,17.9,2,7.5,1,DEN,700
H,10,3,11,9,5.6,9.6,2,3.3,0,DET,342
A,2,1,11.8,1,1.8,5.2,2,3.6,0,DAL,608
H,4,2,10.7,2,3.2,11.1,2,3.2,0,MIN,345
H,1,1,19,0,0.8,23,3,6.1,1,SAC,84
H,1,1,13.1,0,0.9,20.5,2,5.2,1,MIL,686
A,4,4,18.7,2,2.4,2.9,2,3.4,0,CHI,517
A,10,3,14.7,0,0.5,4.8,2,4.1,0,MIA,603
A,8,2,11.9,14,12.4,4.2,2,2.1,1,DEN,82
H,2,1,6.7,2,2.3,4,2,1.5,0,MIA,69
A,7,3,18.9,0,0.7,24.9,3,4.8,1,ATL,498
A,13,4,9.5,0,0.5,22.3,3,8,0,LAL,132
A,1,1,11.9,0,0.9,24.4,3,7.7,1,UTA,706
H,5,1,0,6,4.2,19.8,2,2.4,0,MEM,0
A,7,3,5.2,0,1.6,16.7,2,4.1,0,MIN,118
H,2,3,3,1,1.7,4.9,2,2.2,0,MIL,427
A,4,4,17.5,1,1.8,23.2,3,16.3,0,PHX,510
H,2,4,14.1,12,10.5,10.3,2,3,0,BOS,525
A,12,4,7.9,0,0.9,4.3,2,2,0,DET,570
H,5,2,0.8,0,0.8,23.9,3,4.5,0,MIL,363
A,4,3,12.7,0,0.6,20.1,2,4.8,0,DEN,428
H,1,1,14.9,0,1.1,24.7,3,8.4,0,NYK,78
A,1,1,8.8,4,5.4,18.6,2,4.7,1,BKN,88
A,7,3,10.8,0,1.2,24.8,3,4.7,1,MIL,447
H,10,4,1.4,4,4,19.6,2,6.3,1,PHI,210
A,9,4,6,1,1.7,18.3,2,3.2,1,MIA,155
A,1,1,5.4,4,4.5,9,2,2.2,1,CHI,64
H,1,1,1.3,2,2.3,13.4,2,3.2,0,PHI,90
H,9,4,8.8,0,0.8,23.7,3,9.7,0,BKN,162
A,16,4,21.9,2,3.6,1.7,2,4,1,HOU,299
H,5,2,7,0,0.5,1.3,2,3.6,1,SAS,622
H,9,3,12,0,1.1,24.3,3,9,1,BOS,557
A,3,2,0,21,15.9,4.3,2,1.8,1,PHX,6
A,2,1,10.8,0,1,23.9,3,7.7,1,DET,490
H,1,1,5.1,0,3.2,17.5,2,3.8,1,MIN,672
H,9,3,24,0,2.8,18.1,3,6.1,1,NYK,426
A,3,2,6.8,0,3.4,11.1,2,3.2,0,POR,531
H,4,1,8.8,0,2.3,7.3,2,2.9,0,HOU,75
A,7,2,20.3,5,4.2,1.3,2,1.7,1,ATL,119
H,1,1,1.5,0,0.8,23.4,3,3.5,1,CHI,593
A,15,3,12.7,9,11.9,5.1,2,2,0,MIN,460
A,19,4,6.9,4,5.1,5.6,2,0.2,0,BOS,185
A,2,2,7,0,0.9,7.7,2,2.3,0,MIA,702
A,3,1,13.9,0,2.7,14.8,2,6.7,0,CLE,313
A,8,3,5.9,0,1,22.2,3,5.9,1,ORL,353
H,5,4,12.9,3,4.7,2.9,2,0.9,1,BKN,578
A,9,4,21,1,2.1,22.5,3,10.6,0,MEM,45
H,7,4,24,0,0.6,2.3,2,1,0,IND,502
A,2,2,14.1,0,0.7,6,2,2.8,1,IND,221
A,5,2,11.8,0,0.8,21.2,3,2.4,1,MIL,186
H,4,2,4,5,4.7,4.2,2,3,0,GSW,395
A,1,1,16,0,2.2,19.7,2,2.9,0,PHX,469
H,11,3,24,0,0,1.5,2,0,0,OKC,566
A,4,1,13,0,0.5,3.3,2,3.1,1,POR,521
A,7,3,24,0,0.8,3.2,2,0.3,0,GSW,184
H,5,3,8.8,0,2.6,22,2,5,0,CHA,339
A,7,1,12.3,4,4.7,8.7,2,1.4,1,LAL,247
A,21,4,17.6,0,0.8,2.1,2,2.7,1,NYK,213
H,7,3,0.9,2,6.5,5.5,2,3.5,0,MEM,574
A,6,3,14,3,4.2,6.5,2,3.4,0,LAC,581
A,1,1,24,0,0.8,1.3,2,1.5,0,TOR,621
H,1,1,12.2,0,1.1,18.9,2,7.1,1,UTA,40
H,9,3,15.1,5,5.3,11.4,2,2.3,0,UTA,444
A,8,3,15.6,8,7.1,24.7,3,4,0,MIA,208
H,5,3,13.4,11,11,8.3,2,3.2,1,DEN,330
H,5,2,18.8,0,0.8,26.1,3,5.3,0,WAS,188
H,3,1,21.2,0,1.7,22.6,2,6.9,0,IND,537
A,9,3,12.3,13,12.6,25.1,3,4.4,1,BOS,294
H,2,2,5.9,0,2.8,17.6,2,4.1,1,OKC,545
H,5,1,16.7,7,7.6,12.4,2,2.2,0,MIL,336
A,7,1,13.6,3,5.6,3.5,2,2.2,0,NOP,120
H,8,2,1.9,0,1.5,16.8,2,2,1,PHX,341
H,2,1,16.4,0,1,16.8,2,11.3,1,LAL,446
A,16,4,6.7,4,2.8,5.2,2,2.5,1,MIL,369
A,16,4,18,1,1.3,2.6,2,2.1,1,MIA,47
A,3,3,10.6,0,0,0.7,2,1.3,1,CHA,83
H,4,3,13.9,1,3.4,17.2,2,5.6,1,IND,93
H,11,4,13.2,0,1,2.2,2,0.4,0,HOU,334
H,4,2,6,0,1,3.3,2,2.4,0,DET,503
A,4,1,12.5,0,0.8,21.2,2,3,0,SAC,406
A,2,1,12.2,2,1.6,21.3,2,2.6,0,LAC,435
A,4,2,0,3,2.9,31.1,3,4,0,PHX,0
H,15,5,2.8,3,2.5,15.4,2,2.5,0,SAC,136
H,13,4,3.3,8,6.1,5.4,2,1.1,0,NYK,388
A,11,3,0,19,17.2,4.5,2,2.3,0,CHI,5
A,2,1,8.2,1,1.6,19.4,2,3.4,0,MEM,602
A,13,4,10.1,0,1.8,6.3,2,4.2,1,TOR,150
A,7,2,19,4,5.7,5.7,2,0.2,1,HOU,230
A,2,3,23.7,0,0.4,8.3,2,3.9,1,CHI,391
A,3,4,20.1,0,0.7,22.5,3,3.9,1,ORL,137
A,1,1,15.6,10,8.7,10.5,2,2.4,0,TOR,628
H,2,1,12.6,0,0.7,3.4,2,4.2,1,POR,541
H,14,4,10,16,13.6,13.5,2,4.4,1,CHI,245
H,2,1,13.2,2,5.3,7.7,2,3.3,0,PHI,62
A,5,2,2.3,1,1.7,7.8,2,0.8,0,PHI,96
H,18,4,9,0,0.8,4.1,2,0.6,1,GSW,196
H,4,1,14.7,0,1.1,23.8,3,4.7,0,MIN,156
H,1,1,0,0,1.4,5.5,2,2.2,0,IND,172
A,19,4,10.1,0,0.8,18.1,2,3.3,1,ORL,239
H,5,2,7.6,0,0.7,14.7,2,4.8,1,OKC,34
A,12,4,11.7,0,1,9.8,2,2.9,0,OKC,258
H,2,1,15.3,12,9,23.1,3,6.3,0,GSW,472
A,3,1,4.6,2,4,22.4,2,1.7,0,CHA,26
A,14,4,3.5,2,2,10,2,2.1,0,CHI,294
A,4,2,24,0,1.3,3.1,2,1.9,0,LAL,99
A,18,4,10.6,0,0.9,21.6,2,3.8,0,IND,486
A,9,3,19.6,0,0.7,4.2,2,2.3,0,PHI,388
H,5,4,12.9,1,1.3,20.8,2,4.2,0,SAC,641
H,2,1,13.5,0,2,15.4,2,3.2,1,BOS,86
A,3,1,12.9,0,0.8,21.9,3,11.4,0,MIL,509
A,4,1,3.2,2,2.4,6.9,2,4,1,NOP,305
H,6,3,2.1,8,7.1,3.3,2,1.6,1,OKC,698
H,3,1,6.4,2,2.3,3,2,3.8,1,PHI,604
H,3,2,14.9,0,0.6,5.8,2,0.3,1,LAC,441
H,4,4,7,0,1,23.2,3,5,0,MIA,460
A,12,4,2.5,5,6.6,0.4,2,4.1,1,SAC,160
H,6,2,17,7,6.5,15.3,2,3.6,1,DET,164
A,5,2,7.2,2,1.9,16.6,2,2.5,0,GSW,362
A,5,2,18.8,1,1.8,2.9,2,2.8,1,WAS,319
H,1,1,0,3,2.8,3.6,2,1.2,1,MIL,513
A,10,2,19.3,0,1.1,3,2,2.1,0,TOR,27
H,7,2,14.1,11,10.5,18.2,2,2.9,0,PHX,82
H,2,1,16.8,0,0.6,11.2,2,4.6,0,CHI,573
H,9,4,6.7,3,5.5,11.4,2,5.6,0,MEM,528
H,9,3,11.7,0,1,17.3,2,6,1,WAS,436
H,1,1,24,1,0.8,5.2,2,2.1,1,LAL,543
A,18,4,7.7,0,0.8,24.7,3,5.1,0,IND,357
H,8,3,12.6,4,3.6,21.1,2,5.1,1,BOS,562
A,12,3,9.3,2,2.7,3.3,2,3.3,1,NOP,495
H,9,4,0,2,2.6,3.8,2,1,1,LAL,596
A,14,4,21.4,0,0.7,24.4,3,4.8,0,NYK,52
H,2,1,16.5,0,0.9,20.9,2,6,0,DEN,48
H,5,2,13.9,0,0.8,25.2,3,3.4,1,OKC,542
A,6,1,0,18,14,14.4,2,3.7,0,CHA,3
H,4,1,1,2,6.8,8.6,2,1.9,0,PHX,478
A,3,2,2.1,1,1.5,25,3,2.7,1,BOS,682
A,12,3,10.7,2,3,7.1,2,2.1,0,GSW,279
H,11,4,10,3,3.3,28.2,3,3.9,1,LAC,310
H,1,1,8.4,1,2.2,24.4,3,6.9,1,LAC,52
H,7,3,3.9,1,2,6.2,2,3.4,1,SAS,676
H,3,2,10.2,2,2,20.4,2,5.7,0,CHA,651
H,13,3,14,0,0.8,23.6,3,8.3,0,BKN,257
A,2,2,7.8,0,0.8,16.1,2,5.4,0,DET,559
A,9,3,3,4,3.2,5.9,2,3.2,0,MIL,547
A,9,4,15,9,8.1,24.3,3,5.1,1,SAC,321
A,4,1,9.5,0,1,25.3,3,4,1,CHI,270
A,4,2,12.2,3,3.7,3.1,2,1,1,WAS,281
A,17,3,0,2,3.8,12.8,2,3.9,0,MIN,1
A,2,1,13.6,10,8.7,3.8,2,1.5,1,SAC,110
H,4,3,4.7,4,4,11.9,2,2,0,DET,701
H,2,1,0,0,1.2,2.3,2,6.5,1,WAS,454
A,9,4,7.5,0,2.1,14.5,2,3.7,0,DEN,544
A,1,2,11.7,2,2.7,6.7,2,3.2,0,PHI,572
H,2,1,10.8,0,0.8,24.2,3,6.9,0,WAS,650
H,11,3,15,1,1.7,5.2,2,1.1,0,MIL,375
A,2,1,8.3,0,1,25.5,3,4.5,0,MIN,581
H,12,3,11.1,0,1.7,25,3,3.1,0,MEM,584
H,6,3,13.9,3,6.2,4.5,2,0.6,1,SAS,438
A,8,4,16,0,1,23.6,3,6.3,0,CLE,545
A,5,3,20.6,0,0.9,24.1,3,10.6,0,WAS,640
H,5,3,21.4,0,0.7,3.5,2,4.8,1,DET,68
A,11,4,15.9,3,2.8,22.5,3,4.5,0,NYK,342
A,11,3,14.6,0,1.1,24.3,3,5.5,1,TOR,305
H,2,1,16.3,0,2.1,1.2,2,1.3,1,DET,202
H,7,1,2.1,2,2.3,19.8,2,3,1,WAS,96
A,9,4,8.4,0,0.7,4.3,2,4.3,1,CHA,693
H,1,1,20.6,0,0.3,0.9,2,3.4,1,IND,396
A,13,3,1.9,4,2.2,3.5,2,1.2,1,MIN,418
H,9,2,13.3,3,3.8,2.2,2,1.8,1,IND,46
A,17,4,8.3,6,7.9,4.4,2,4.2,0,SAC,305
A,3,2,16.5,0,0.8,22.3,3,6.1,0,UTA,712
A,19,3,5.1,17,17.5,29.5,3,2.4,0,DET,14
H,6,1,18.3,0,0.8,23,3,2.4,1,NOP,290
A,1,1,17.1,0,0.9,25.8,3,5.5,0,DEN,226
H,9,4,7,0,0.7,22.5,3,5.2,0,BKN,411
A,2,2,13.9,0,1,1.7,2,0,0,SAS,243
H,3,3,10,2,2,11.1,2,1.8,1,IND,626
A,14,4,10.6,0,1,20.2,2,6.6,1,CLE,298
H,1,1,13.9,2,4.7,6.7,2,1.7,0,IND,442
A,11,4,14.3,3,2.9,5.7,2,2.8,0,OKC,297
A,10,4,5.6,0,0.5,5.9,2,3,0,DET,290
A,4,3,0,0,0.7,2.5,2,3.3,1,ATL,634
H,7,2,23.8,0,-0.1,1.3,2,2.4,0,HOU,210
A,1,1,10.2,0,0.9,18.8,2,12.6,0,CLE,601
H,4,1,18.3,0,1.4,24.9,3,11.5,0,UTA,499
A,22,4,18.5,3,4.6,12.9,2,3.1,0,WAS,60
A,1,1,9.9,0,0.7,1.8,2,2.9,1,HOU,422
A,1,1,10,1,1.6,8.8,2,1.6,0,SAS,100
H,7,3,17.8,2,1.9,10.7,2,2.1,1,OKC,362
H,4,2,18.2,0,0.7,1.5,2,1.5,1,ORL,519
A,5,3,12.3,0,0.8,25.1,3,3.4,0,MEM,394
H,6,1,17.1,0,0.7,0.7,2,0.1,0,GSW,128
A,8,3,9.1,1,3.9,5.8,2,2.8,1,MEM,267
A,5,4,0,0,0.8,20.6,2,3.5,0,NOP,88
A,2,1,12,13,11.6,17,2,3.4,0,POR,513
A,11,4,13,1,1.5,14.7,2,3.3,0,CHA,135
H,4,2,11.5,0,0.7,24.7,3,6.5,0,SAS,24
A,15,4,15.7,0,0.8,25.2,3,3.7,0,ATL,574
A,8,3,4.2,5,3.8,21,2,3.5,1,BOS,700
H,15,3,16,8,6.6,0.9,2,1.1,0,GSW,420
H,7,4,14.2,9,9.4,2.3,2,2.1,1,OKC,656
A,9,2,10.5,2,3.5,8.2,2,1.8,1,BKN,122
H,12,4,15.1,0,1.1,0.5,2,4.4,0,PHI,589
H,14,3,4.5,7,5.2,19.3,2,5.4,0,ATL,154
H,7,3,21,0,0.8,24.4,3,6.1,0,POR,282
H,15,3,18.3,7,5.4,23.5,3,4,0,MIN,67
A,9,4,1.3,8,7.9,9.3,2,2.4,0,PHI,71
H,15,4,14.6,0,1,2.6,2,2.4,1,BOS,399
H,4,2,9,0,1.3,22.7,3,7,0,CLE,56
A,3,1,16.2,0,0.9,25,3,4.6,0,CLE,62
H,6,2,17.9,1,1.8,18.8,2,5,0,DAL,268
H,6,3,7.2,1,1.6,3.4,2,1.9,0,MIA,223
A,4,4,17.4,0,0.9,22.6,3,11.8,0,UTA,666
H,9,4,8,1,5.2,8.5,2,1.8,0,PHI,328
A,3,1,7.2,2,2.9,5.7,2,1.8,1,DEN,251
H,7,3,10,1,2.1,10.4,2,3.6,0,DET,689
H,13,3,4.1,0,0.7,24.8,3,2.6,0,DAL,450
A,6,3,0,2,1.4,39,3,4.9,0,LAC,1
H,14,4,20.9,1,2.6,2.2,2,1,1,BKN,216
A,7,3,8.5,13,11.8,10.1,2,2.1,0,CHI,108
H,4,1,19.5,5,4.8,15.7,2,4.3,1,TOR,197
A,5,2,10.6,7,5.4,18.1,2,8.2,1,GSW,534
A,11,4,24,0,6.6,22.6,2,5,0,MIL,521
H,4,2,21.6,0,1.2,25.5,3,5.6,1,SAS,617
H,17,4,24,0,0.1,1.2,2,2.5,1,SAC,203
H,9,2,17.6,1,2.1,2.4,2,1.5,1,PHX,314
A,1,2,12,5,4.6,1.9,2,6.1,0,PHI,107
A,4,1,5.4,0,3.9,17.3,2,5.3,1,DAL,46
A,12,4,13.6,1,4.2,10.3,2,3.5,1,MEM,486
A,12,3,21.6,0,0.8,1.7,2,3.2,1,GSW,325
H,6,2,12.3,2,2.2,5.2,2,2.8,0,UTA,411
A,10,3,14,4,4.4,20.6,2,4,1,PHX,377
A,4,1,21,0,0.3,3.6,2,5.5,1,DEN,252
A,3,3,16,0,1,24.6,3,7.4,0,MIN,476
A,9,2,5.5,2,2.8,6.5,2,2.9,1,LAC,94
A,2,2,14.8,0,1.3,24.5,3,3.8,0,TOR,563
A,2,1,20.9,0,1.2,23.1,3,5.3,0,BOS,431
A,3,2,12.1,1,1.3,17,2,8.5,0,TOR,410
H,1,2,19,7,5.9,1.7,2,2.1,0,BKN,386
A,4,1,16.2,0,0.8,17.5,2,5,1,OKC,259
H,2,1,21,0,0.8,23.7,3,8,0,DEN,444
A,2,2,13.2,1,2.3,0.3,2,0.6,1,MEM,588
H,14,4,3,6,8.1,26.8,3,4.3,0,MEM,345
H,6,1,10.3,4,4.6,3.3,2,2.2,1,IND,130
A,1,1,13,2,2.3,7.6,2,1.6,1,LAC,579
H,6,3,14.5,10,9,14.2,2,4.2,0,SAC,255
H,7,3,7.3,4,4.9,8.3,2,4.4,1,LAC,510
A,3,4,15.6,0,1,19.5,2,7.7,1,DET,669
A,13,4,8,1,3.7,7.1,2,2.4,0,DET,535
A,7,3,6.2,0,1,23.9,3,5.1,0,CHA,251
H,3,2,24,1,2.6,5.3,2,1.8,0,BKN,331
A,3,1,14.5,0,1.8,18.3,2,5,1,LAL,348
H,5,2,24,0,2.1,1.6,2,0.9,0,ORL,677
A,3,1,7.6,1,1,20.1,2,5.2,1,MIL,235
A,8,2,24,0,0,2.2,2,0.3,0,DAL,530
H,12,4,0,0,0.7,22.8,3,1.5,0,LAC,12
H,3,2,19.8,0,0.8,23.7,3,4.3,0,MIN,430
H,6,2,11.7,0,0.8,4.5,2,2.1,0,ATL,295
H,6,3,12.8,1,1.6,4.4,2,1.2,1,CLE,500
H,2,1,20.5,0,0.8,2.4,2,5.7,1,NYK,285
H,4,4,21,1,1.7,5.6,2,1.4,1,WAS,407
A,4,2,16.6,0,0.9,17.1,2,6.5,0,SAS,662
A,4,1,18.7,2,3.4,4,2,3.2,1,BKN,217
H,12,4,2.3,0,1,23.5,3,16.6,1,NYK,15
A,8,3,15,14,9.7,10.6,2,4.1,0,PHX,621
A,6,3,14.6,13,9,8.8,2,0.6,1,HOU,362
H,4,3,7,0,0.8,23.9,3,5.4,0,UTA,62
H,4,2,14.7,2,1.9,21.1,2,3.7,1,LAL,338
A,12,3,3.4,3,4.6,15.3,2,2.9,1,NYK,111
A,10,3,6,1,5.1,13.1,2,4.4,0,LAL,117
H,11,4,14.4,2,1.8,24.6,3,4.6,0,SAS,576
H,1,1,15.6,1,1.5,17.8,2,3,1,ORL,583
H,1,4,11.7,0,0.9,18.7,2,5.8,0,LAC,645
H,14,4,6.6,0,0,7,2,7.5,0,TOR,110
H,7,3,5.5,0,0.8,22.7,3,6.1,0,HOU,267
A,4,3,21,0,0.9,1.3,2,3.1,1,PHX,646
A,9,3,14,0,0.5,22.2,3,4.8,0,LAC,543
H,9,1,0,7,7.7,22.2,2,4.6,0,NYK,1
A,8,3,24,0,0.4,1.4,2,2.3,1,DAL,276
H,5,3,10.1,2,2.9,7.9,2,2.9,0,PHI,98
A,2,2,9.1,0,0.8,26.9,3,7.7,0,TOR,480
H,6,2,12,1,2.4,5.3,2,2.1,0,CHI,215
A,1,2,3.4,0,0.9,25.6,3,5.9,1,DET,488
H,4,3,2.6,2,2.2,12.7,2,1.9,1,NOP,641
H,5,2,24,0,0.4,1,2,1.9,1,PHI,76
H,2,1,24,0,0.6,4,2,3.4,1,BKN,410
A,2,3,12.1,3,3.8,7.2,2,2.8,1,DET,364
H,15,4,18,3,2.5,7.7,2,1.6,1,NOP,88
H,17,3,5.5,2,2.5,9.4,2,3.2,0,OKC,384
A,3,2,24,0,1.6,0.9,2,1.5,0,MIL,483
A,3,1,7.7,2,3.6,19,2,3.4,0,CHA,116
A,1,1,9.5,0,1.3,19.7,2,5.4,1,HOU,683
H,9,4,5.7,2,4.4,6.1,2,0,0,LAC,406
A,5,4,24,0,1,0.6,2,2.6,1,TOR,216
H,2,3,10.8,0,1.2,24.7,3,4.4,1,ATL,64
H,6,3,19.5,0,1.6,1.5,2,2.3,0,LAL,88
H,7,4,10.4,0,0.7,23,3,10.5,0,BOS,146
A,6,4,17,2,2,11.4,2,5.2,0,POR,42
A,1,3,12.8,0,0.3,23.6,3,10.3,1,LAL,193
A,1,1,15,0,2,3.8,2,0.9,0,WAS,522
H,9,3,0,2,2.1,15,2,8.4,0,MIL,2
A,6,2,7.8,4,4.2,5.7,2,1.7,0,MIA,407
H,7,2,1.5,10,7.4,18.5,2,2.8,0,GSW,280
A,4,4,19.8,0,0.6,7.7,2,2.3,1,WAS,678
H,10,3,11.6,13,13.1,9.3,2,5,0,ORL,581
A,3,1,18.9,5,5.3,24.4,3,2.6,0,LAC,429
A,11,4,0,6,4.6,3.2,2,0.6,1,GSW,10
H,6,2,8.7,3,4.4,17.7,2,3.4,0,TOR,495
A,3,1,12,13,12.6,21,2,3.6,0,WAS,221
H,2,2,11.4,0,0.9,19.7,2,6.2,0,SAC,567
A,19,5,21.7,1,1.4,3.6,2,3.1,0,OKC,53
A,8,1,24,0,0,2.3,2,2.1,1,BOS,38
H,4,3,0,17,16.3,17,2,3.9,1,SAS,4
H,10,3,13.2,0,0.3,1.4,2,2.3,1,TOR,318
A,13,4,2.6,0,0.7,22.8,3,5.8,0,PHI,164
A,1,2,1.4,1,2,24.2,3,4.4,1,TOR,697
H,10,3,4.3,1,1.7,10.2,2,4.7,0,MIN,370
H,2,1,14,6,4.7,1.5,2,0.5,1,LAC,78
H,1,1,17,0,1.3,22.2,3,6.2,0,DAL,251
H,16,3,2.9,4,4,22.3,2,6.1,1,ORL,89
A,1,4,10,1,2.3,16.2,2,4.6,0,OKC,388
A,9,3,11.6,8,6.5,3.4,2,2.3,0,MEM,342
A,20,3,21.7,0,0.9,24.7,3,12.1,1,BOS,469
A,8,3,6.7,0,0.8,22,3,6.1,1,WAS,510
A,15,3,5.2,0,1.1,25.1,3,7.7,1,NYK,109
H,1,1,1.2,1,3.1,11,2,1.2,0,OKC,676
H,2,1,3.7,22,20.1,6.9,2,2.8,1,BOS,6
A,7,2,12.6,1,1.4,19,2,4.5,0,MIN,226
H,14,4,4,0,0.8,22.3,3,7.3,1,LAL,269
A,1,1,9,0,1,22.7,3,4,0,POR,562
